sentence	label
what president was meant for but never placed in the empty crypt beneath the capital 	3
what is the size of argentina 	5
what is the current ticket fare from from cairo to barbados 	5
what is the history of valentine 's day cards 	0
what is the difference between a fruit and a vegetable 	0
what comic of tv 's golden age went by the motto `` anything for a 	3
how many years of schooling after highschool does it take to become a neurosurgeon 	5
where did the saying `` rule of thumb '' come from 	0
what mustachioed comedian portrayed frankie in north to alaska 	3
how many community chest cards are there in monopoly 	5
what british female pop singing star of the 1960s and early 1970s was a child 	3
what was the first town to be chartered in vermont 	4
how did super president gain his powers on the animated series 	0
what is the name of a salt lake city newspaper 	1
which side should a bowler facing a 37803 split hit the 3 pin on the 	1
who wrote the song `` silent night '' 	3
what attracts tourists to reims 	4
where can i find free piano scores for popular music 	4
what u s president was the first to breed mules 	3
what italian city of 155 were leonardo da vinci michaelangelo and machiavelli all working in 	4
what apollo 11 astronaut minded the store while armstrong and aldrin made history 	3
where is south bend 	4
what fossilizes to form coprolite 	1
how many u s presidents were assassinated during queen victoria 's reign 	5
when was the san francisco fire 	5
who banned peter rose from baseball for betting on games 	3
which of the following actors worked in new york 's yiddish theater 	3
what are binomial coefficients 	0
what are the benelux countries 	4
whose biography by maurice zolotow is titled shooting star 	3
what is the filmmakers collabrative 	0
what product on the market is good for hiding facial scars 	1
what magazine gives us the cream not the skim 	1
who manufactures the software `` photoshop '' 	3
what debts did qintex group leave 	5
what is the correct way to use `` may '' vs `` might '' 	1
at christmas time what is the traditional thing to do under the mistletoe 	1
what is the price for tuberculosis drugs 	5
how many people visit the pope each month 	5
what good little witch is casper 's girlfriend 	3
what is film noir 	0
what president 's favorite biblical quotation was `` come now and let us reason together 	3
what 's approaching when a cyclist shouts `` oil '' 	1
what prompted the co pilot of the enola gay to enter only `` my god 	0
what country and western singer is known as the silver fox 	4
who did jackie kennedy commission to write the death of a president 	3
what was the name of the first watergate special prosecutor later fired by nixon 	3
what cruise line does kathie lee gifford advertise for 	3
why does it say on children 's cough syrup not to drive while using this 	0
what does the technique called `` cold fusion '' produce 	1
why should cigarette smoking be banned 	0
what are all the southern states of the u s 	4
what 's a water funnel 	0
what was the date of cnn 's first broadcast 	5
how long does it take to travel from tokyo to niigata 	5
what is artificial intelligence 	0
in what country is a stuck out tongue a friendly greeting 	4
who played maria in the film west side story 	3
what facial feature did walt disney sport that none of disney 's employees is allowed 	0
what high school does archie attend 	3
what is california 's capital 	4
what is a camel hair brush actually made out of 	1
what kind of business is 7 eleven 	3
why did the globe theatre burn down 	0
what is the history of spartacus the roman slave and gladiator 	0
what steps can be taken to prevent diabetes 	0
what was the role of the medieval guild 	3
what seven digits follow the area code in the number for long distance information 	5
who is the best known villain of the 165 gunpowder plot 	3
what holidays or observances are celebrated in italy 	1
what writer journalist made his mark describing colorful broadway and underworld characters 	3
how much of the earth 's surface is permanently frozen 	5
what are the five basic swimming strokes 	1
what is viscosity 	0
what does sids stand for 	2
what are the four elements 	1
what author was appointed u s ambassador to spain in 1842 	3
what has been the most common christian name of u s presidents 	3
who portrayed w c fields in the film w c fields and me 	3
what african country was founded by freed american slaves in 1847 	4
how do you clean up a cache 	0
what other name were the `` little rascals '' known as 	1
what commodity 's shortage was the largest single factor in keeping north american cars off 	1
what russian novel embracing more the 5 characters is set in the napoleonic wars 	1
who was the star of leave it to beaver 	3
what novel inspired the movie bladerunner 	1
who said `` old soldiers never die they just fade away '' 	3
what are the names of all the seas in the world and what ocean do 	4
what did cool hand luke go to jail for 	0
what aesop 's fable has the moral `` the race is not always to the 	1
what is habeas corpus 	0
what game 's board shows the territories of irkutsk yakutsk and kamchatka 	1
who was the first woman golfer to earn a million 	3
who liberated 19th century sicily and naples 	3
what mayor made so many tv appearances he was asked to join aftra in 1984 	3
name the person who burst through the screen in the lite beer commercials 	3
where can i get mailing lists 	4
when did cnn begin broadcasting 	5
what european country abandoned postage stamps in 1923 because printing them cost more than their 	4
what was einstein 's iq 	5
in what year did thatcher become prime minister 	5
what are geckos 	0
what major victorian novelist spent as much time working for the post office as he 	3
what famous soldier was born in europe died in asia and was laid to rest 	3
how long does it take for your blood to make one complete trip through the 	5
which city in china has the largest number of foreign financial companies 	4
what democratic prankster waved the train out of the station while richard nixon spoke from 	3
what was mel gibson 's first movie 	1
who were leaders of the byzantine empire 	3
what weapon is the mythological character apollo most proficient with 	1
who created private detective philip marlowe 	3
in the past 8 years who have the mvp players for the nhl been 	3
what is your favorite color 	1
what is a dangling participle 	0
what is tyvek 	0
where are the tropical rain forest distributions 	4
in what year was gandhi assassinated 	5
what countries have the best math students 	4
what tools do you use to crewel 	1
in what year did hitler gain power of germany 	5
how does a scientific calculator work 	0
what is the nickname for the state of mississippi 	4
in what religion was isis the nature goddess 	1
name the poet of the poem which begins i do not know much about gods 	3
how far is the longest hole in 1 on any golf course and where did 	5
what age followed the bronze age 	1
who shot and killed himself while painting wheatfield with crows 	3
what 's the american dollar equivalent for 8 pounds in the u k 	5
how many colors are there in a rainbow 	5
how long does a pig 's orgasm last 	5
who is the founder of scientology 	3
what letter appears on the cold water tap in spain 	1
give a reason for american indians oftentimes dropping out of school 	0
how many vietnamese were there in the soviet union 	5
what was the business of the animated sky hawks 	3
where did the real st nicholas live 	4
what is a tonne 	0
what london street claims to be the world center for men 's tailoring 	4
what does the ouarterly review of doublespeak call an `` inoperative statement '' 	1
how many people have died of tuberculosis 	5
who wrote unsafe at any speed 	3
what is the name of the 1919 occurrence in which british troops killed over 3 	1
who was the democratic nominee in the american presidential election 	3
what president 's ghost is said to haunt the white house 	3
how many children does ray davies of the kinks have 	5
how many maids were milking 	5
what is the world 's highest peak 	4
what was thatcher 's first name 	3
what landmark italian restaurant can be found at 239 west 48th street new york city 	4
with whom did bush compare saddam hussein 	3
where do people mountain climb in nepal 	4
how did bob marley die 	0
how many cables support the main span of the golden gate bridge 	5
what 's the proud claim to fame of the young women who formed kappa alpha 	0
what non mechanical sport achieves the highest speeds 	1
how long is camptown racetrack 	5
why is the word `` abbreviation '' so long 	0
who was the star of the 1965 broadway hit golden boy 	3
what is a rhomboideus minor 	0
what is ouzo 	0
what war did florence nightingale tend the troops in 	1
what schools in the washington dc nn nn vbp nn nn nn nn 	3
where did the term fireplug come from 	0
what is the best way to remove wallpaper 	1
what is the term that describes a word where only one usage has been recorded 	1
who was the bandleader mentor of ella fitzgerald with whom she cowrote `` a tisket 	3
what 's been the ruin of many a poor boy in new orleans 	1
the film `` jaws '' was made in what year 	5
what russian city used to be called st petersburg and petrograd 	4
how far can a human eye see 	5
who won world war ii 	3
mississippi is nicknamed what 	1
why is microsoft 's windows 3 such a successful computer program 	0
what is a fear of drinking 	1
how many web servers are there 	5
what do the names neil mary and anthony mean 	0
what 's the most powerful card in euchre 	1
who produces spumante 	3
how many people in the world speak french 	5
where is burma 	4
what weapon did the crossed slits in english castles accommodate 	1
what is e commerce 	0
what radio tv and movie character did jackie gleason and william bendix play 	3
what function does a community 's water tower serve 	0
which police department made the largest cocaine seizure ever in ventura county 	3
what was darth vader 's son named 	3
what are equity securities 	0
how many points is a disk in the center hole worth in crokinole 	5
what sport is played on the largest field 	1
how does the tail affect the flight of a kite 	0
what was called the world 's largest department store 	3
what is the gestation period for human pregnancies 	5
what is sap 	2
what is a fear of thunder 	1
how many astronauts have been on the moon 	5
what artist 's studio was the bateau lavoir in montmartre 	3
what is kept in fort knox that is so valuable 	1
what attorneys work for the center for the defense of free enterprise 	3
what is the greatest source of `` white '' magic in the marvel universe 	1
what william styron book is about a black preacher who leads a slave revolt 	1
what does jessica mean 	2
who spoke the only word in mel brooks 's silent movie 	3
what is a portal 	0
what is nathan hamill 's role in the new star wars prequel 	3
what country covers 8 600 387 square miles 	4
what college football team did knute rockne build into a power 	3
what is the full name of the man who invented the multicolored game cube that 	3
where on the internet can i get chemicals importers 	4
how many quarts of whole milk is needed to make one pound of butter 	5
what islands got their name from the spanish baja mar meaning shallow water 	4
what are the side effects of mevacor 	0
what 's distinctive about a palmiped 's feet 	0
what materials did the three little pigs use to build their houses 	1
who is the mathematician that won the noble prize for literature in 1950 	3
what state on the gulf of mexico has its lowest point five feet below sea 	4
what is a dental root canal 	0
how is the election of a new pope announced to the world 	0
where is the group m people from 	4
who is the author of the book `` the iron lady a biography of margaret 	3
how many consecutive baseball games did lou gehrig play 	5
who are the two sons of ozzie and harriet nelson 	3
the corpus callosum is in what part of the body 	1
what was introduced commercially by bayer a g of leverkusen in 1899 	1
who is charles lindbergh 	3
what was mae west 's last film 	1
who is desmond tutu 	3
what is the origin of the word `` pallbearer '' 	0
who is barbara jordan 	3
why is poop sometimes different colors 	0
who wrote the book `` the grinch who stole christmas '' 	3
when did beethoven die 	5
how is abigail arcane related to the villainous opponent of the swamp thing 	0
what two cities usually mark the extremes of english channel swims 	4
what was the tallest building in america in 1922 	4
where did the battle of the bulge take place 	4
what island group contains jersey guernsey sark and herm 	4
why does a wheel e g a car tire appear to spin in the opposite 	0
what is a geoscientist 	0
which gender has bigger thighs 	1
what deck of cards includes the wheel of fortune the lovers and death 	1
what volcano showers ash on sicily 	4
the jewish alphabet is known as what 	1
who killed caesar 	3
what is the name of the deranged super criminal otto octavius uses 	3
when was china 's first nuclear test 	5
what football bowl game 's first queen was hallie woods 	1
how many people live in cities 	5
how large is the arctic refuge to preserve unique wildlife and wilderness value on alaska 	5
how many different languages are spoken in europe 	5
what is a plant supplement 	0
aspartame is also known as what 	1
what group kidnaped patricia hearst 	3
what state in the united states covers the largest area 	4
what 's the colored part of the eye called 	1
what building are british monarchs crowned in 	4
what is nebraska 's most valuable resource 	1
what is the largest shopping mall in the world 	4
what card company sells christmas ornaments 	3
what new england state covers 5 9 square miles 	4
what was the name of the daughter of the virginia chief powhatan that married john 	3
what is typhoid fever 	0
what company is the largest japanese ship builder 	3
what year was the atm first introduced 	5
what was edward albee 's first full length play 	1
what is a first world country 	0
what country saw the origin of the asian flu 	4
how many points is a bullseye worth in darts 	5
where is the actress marion davies buried 	4
what is the name given to the islamic counterpart of the red cross 	1
madonna hocks which soft drink 	1
what is the last name of lucy and linus from the peanut 's comic strip 	3
who portrayed sherlock holmes in 14 films between 1939 and 1946 	3
which of the following celebrities started his show biz career as a disc jockey 	3
how many syllables are there in a line of hendecasyllabic poetry 	5
what is the name of kevin costner 's movie about sioux indians 	1
cnn is owned by whom 	3
what john steinbeck novel portrays the joad family driven from the oklahoma dustbowl 	1
what does knight ridder publish 	1
what is the best college in the country 	3
what is the difference between optical and digital video 	0
what were first used by john l sullivan and james j corbett in 1892 	1
when did the berlin wall go up 	5
when was john d rockefeller born 	5
where is windsor castle 	4
what is the latitude and longitude of el paso texas 	5
what penalty space lies between baltic avenue and reading railroad on a monopoly board 	1
what did john f kennedy consider his greatest blunder in office 	0
how come a doughnut has a hole in it 	0
what 's the largest u s agricultural crop by weight 	1
what is the origin of music 	0
who is the french literary charcter who is chiefly famous for his enormous nose 	3
who has more dna a man or a woman 	3
what happened to answers com 	0
president bush compared saddam hussein to whom 	3
how fast do cheetahs run 	5
who was the pride of the yankees 	3
how did serfdom develop in and then leave russia 	0
how do you make a million bucks 	0
what is the weight of air 	5
what is an urban legend 	0
name dick tracy 's two children 	3
what american actress was the first to be called a `` vamp '' 	3
what kind of company is 7 eleven 	3
what j r r tolkien book features gimli as a central character 	1
how many rows of whiskers does a cat have 	5
who was the only president to serve two nonconsecutive terms 	3
how long is the world 's largest ship in meters 	5
what is the capital of uruguay 	4
who portrayed george m cohan in 1942 's yankee doodle dandy 	3
in what movie is the number nine found in the title 	1
what year did rossetti paint `` beata beatrix '' 	5
what japanese city was once called edo 	4
why do the chickenpoxs last so long 	0
what is molybdenum 	0
what 1927 silent film received an international revival in 1981 	1
what is the goat population of the world 	5
name the cartoon genie conjured by the magic ring shared by nancy and chuck 	3
how many people did randy craft kill 	5
what are the seven seas 	4
who played emperor palpatine in star wars 	3
what are some good exercises for kids to do 	1
who is mia farrow 's mother 	3
what is the average time it takes for a male to ejaculate 	5
what character narrates treasure island 	3
what term means a sexual attraction between a male and a female 	1
what buxom blonde appeared on the cover of more than 5 magazines 	3
what drug did sigmund freud become fascinated with while experimenting with the treatment of neurasthenia 	1
what is the probability that at least 2 out of 25 people will have the 	5
what does necrosis mean 	2
when is the tulip festival in michigan 	5
how many years do fossils take to form 	5
what asian city boasts the world 's biggest bowling alley 	4
how many years of bad luck follow breaking a mirror 	5
what company was the original sponsor of tv 's superman 	3
how many url extensions are there and what are they 	5
how do i find out about jobs 	0
what happens when lightning strikes a body of water 	0
what river runs through liverpool 	4
what is the daily requirement of folic acid for an expectant mother 	0
when was the bill of rights ratified 	5
name a country that is developing a magnetic levitation railway system 	4
what culture developed the idea of potlatch 	3
what european capital celebrated its 2 000th anniversary in 1951 	4
what color of monopoly properties are landed on most often 	1
what two countries in south america are landlocked 	4
what european country 's monarchy was restored in 1975 	4
what 's the second lightest element 	1
what are the first ten amendements passed 	1
who plays shortstop for charlie brown 's baseball team 	3
what leoncavallo opera features a prologue by a clown 	1
how is bubble wrap made 	0
what day is known as the `` national day of prayer '' 	5
what letter does gorbachev 's middle name start with 	1
what 's the name of the actress who starred in the movie `` silence of 	3
what is the habitat of the chickadee 	4
stuart hamblen is considered to be the first singing cowboy of what 	1
why were the american soldiers in wwi called `` doughboys '' 	0
who markets spaghetti o 's 	3
why is the moon different sizes and colors 	0
what was the name of roy rogers 's dog 	1
what chilean president was killed in a 1973 coup d 'etat 	3
what religion has the most members 	1
how do you find out what is allowed to claim as a contibution for income 	0
what are the numbers that fit into fermont 's last theorem 	5
how is paraguay for vacations 	0
in what country is lund 	4
how much electricity does the brain need to work 	5
what comedian has a legendary reputation for stealing jokes 	3
who first broke the sound barrier 	3
what color poker chip is usually assigned the lowest value 	1
where 's montenegro 	4
how many years did it take james joyce to write ulysses 	5
what title does comedian henry youngman claim 	3
what causes rust 	0
who is the leader of brunei 	3
what is a fear of everything 	1
what did the confederate constitution say about slavery 	0
what hair color can i use to just cover a little gray 	1
what chemical in red wine is good for the heart and what exactly does it 	1
what is dr seuss ' most popular book 	1
why does a candle go out when we blow on it 	0
what country did the nazis occupy for 1 cd nns in nnp nnp nnp 	4
what was the name of the movie that starred sharon stone and arnold schwarzenegger 	1
what is the highest waterfall in the united states 	4
what war did the wanna go home riots occur after 	1
who are the challengers of the unknown 	3
what organization has a security council 	3
where does the expression `` cloud nine '' come from 	0
what national league baseball team employed 72 third baseemen in its first 2 seasons 	3
what age is benny carter 	5
why did the shea gould law firm leave los angeles 	0
what is the meaning of jesus 	0
how many states have a lottery 	5
who said `` give me liberty or give me death '' 	3
what california bay 's largest island is angel island 	4
what is crabgrass 	0
what labor leader was last seen in the parking lot of a michigan restaurant 	3
what title did suzette charles assume for two months in 1984 	3
what does the term 3 mean to a newspaper editor 	0
in what area of the world was the six day war fought 	4
where did the world come from 	4
what is a fear of food 	1
how many emperors were there in the roman empire 	5
what baseball player was known as charley hustle 	3
what is the origin of `` beauty is in the eye of the beholder '' 	0
what city has a newspaper called the plain dealer 	4
where is the official `` zero '' of the sea level 	4
how do chickens have baby chicks 	0
how does marijuana lead to other drugs 	0
what was the first gilbert and sullivan opera 	1
what country imposed the berlin blockade in 1948 	4
what is the half life of p 32 	0
what famous british actor lost his voice after an operation in 1966 	3
name the soft drink that is `` number one in the sun '' 	1
when was cigarette advertising banned on television and radio 	5
what card game has variations called canfield klondike and spider 	1
what is 55 times sweeter than cane sugar 	1
what are the top 5 fiction books of all time 	1
what are the names of jacques cousteau 's two sons 	3
what plant is rum made from 	1
what is cabarnet sauvignon 	0
who founded the people 's temple commune 	3
what former president 's daughter has written a book titled murder in the white house 	3
what color is the cross on switzerland 's flag 	1
what was an `` asiento '' 	0
who does shakespeare 's antonio borrow 3 0 ducats from 	3
what is the most common kind of skin cancer in the u s 	1
in what year did thatcher gain power 	5
how many calories are there in a glass of water 	5
what is the name of the game that garry kasparov plays 	1
what european country is home to the beer producing city of budweis 	4
how long did shea and gould practice law in los angeles 	5
what river flows through vienna budapest and belgrade 	4
what are names of two old men who appear in the serial tv muppets show 	3
what are some good fractal web sites 	4
what is the state nickname of mississippi 	4
where are good science sites on the internet 	4
who was the second person ever to wear iron man 's armor 	3
what is ethylene 	0
how does the nintendo `` zapper '' work 	0
how does a rainbow form 	0
what is the former name of zimbabwe 	1
what is the name of the chronic neurological autoimmune disease which attacks the protein sheath 	1
in which tennessee williams play is one of the characters killed and devoured by a 	1
who was the prophet of the muslim people 	3
what year was janet jackson 's first album released 	5
what is the name of the pop singer whose song became the theme song for 	3
what does a chef coddle eggs in 	1
what is the origin of the expression `` four letter word '' 	0
in what sport are these following numbers relevant 118 126 134 142 15 158 167 	1
what catch 22 character is elected mayor of half a dozen italian cities 	3
how many people in tucson 	5
what is the name of the planet that the ewoks live on 	4
what company makes impulse hardening equipment 	3
what is a fear of fish 	1
what is the average salary of a paleontologist 	5
where is glasgow 	4
how hot does the inside of an active volcano get 	5
what is capitalism according to max weber 	0
what was her real name 	3
who did napolean defeat at jena and auerstadt 	3
what stephen sondheim ballad ends `` well maybe next year '' 	1
what is a fear of sleep 	1
what board game does a `` wood pusher '' play poorly 	1
how many languages does the pope speak 	5
who is the director of intergovernmental affairs for the san diego county 	3
when was the congress of vienna 	5
what is srpska krajina 	0
what is the chemical reactivity of argon 	5
who created the fantastic four hulk and thor 	3
name a french fascist party 	3
what city boasts the billingsgate fishmarket 	4
how much did mercury spend on advertising in 1993 	5
how do websites like yahoo and excite make money 	0
what day of the week was july 13 	5
which mayonnaise refers to itself as `` real '' mayonnaise 	1
jude law was in what movie 	1
what was the non fiction best seller of 1952 1953 and 1954 	1
name a tiger that is extinct 	1
what does warner bros call a flightless cuckoo 	1
what is the wingspan of a condor 	5
what hymn did john steinbeck get his title the grapes of wrath from 	1
when are the oscars academy awards in 1999 	5
how many types of cheese are there in france 	5
how did ` stat ' come to be used as an expression for quickly 	0
what is meant by blood sed rate 	0
who 's won the most oscars for costume design 	3
what hockey player did ronald reagan joke he would swap texas for 	3
what are the ten safest american cities for pedestrians 	4
what kind of science is cosmology 	1
what is the web address of the list of e mail addresses of members of 	4
what are the world 's three largest oceans in order of size 	4
how many milligrams are in a gram 	5
what is the capital of congo 	4
whose husbands have included conrad hilton jr and michael wilding 	3
how do you get silly putty out of fabric 	0
what is the name of the kids ' show from canadian public tv with the 	1
name the various super teams to which the angel has belonged 	3
what is smartnet 	0
what is a fear of trees 	1
what did delilah do to samson 's hair 	0
what u s state is mammoth cave national park in 	4
what is `` alternative '' anymore 	0
what 's the difference between j d and ll m 	0
what 's the second most used vowel in english 	1
what was known as the spice island 	4
what was fred astaire 's dancing partner 's name 	3
what is the main language of sao paulo brazil 	1
what are the three winter months in the southern hemisphere 	5
what operating system do ibm compatible machines use 	1
what is a word whose letters can be rearranged to form a different word 	1
what comedian was banned from the ed sullivan show for allegedly making an obscene gesture 	3
whose special bear 's creator was born on january 18 1779 	3
how many megawatts will the power project in indonesia built by a consortium headed by 	5
what two vessels fought the first sea battle between iron covered ships 	1
what is the definition of hazmat 	0
what time of year has the most air travel 	5
what is a cartesian diver 	0
what is a person called that likes fire 	3
who played the title role in the romantic englishwoman 	3
who asked the musical question `` have you ever been to electric lady land '' 	3
how many months does a normal human pregnancy last 	5
who is robin williams 	3
why are there 12 people on a jury in criminal cases 	0
what city has the two steepest streets in the u s 	4
what does el nino mean in spanish 	1
what soft drink is most heavily caffeinated 	1
what are birds descendents of 	1
what ocean liner burned and sank in hong kong harbor 	1
what woman was time 's man of the year for 1952 	3
what should the temperature be set at while baking peachy oat muffins 	5
what century did art 's romantic period begin in 	5
what major league baseball team compiled the best won lost record between 1957 and 1983 	3
what does msg stand for 	2
what president kissed the queen mother on the lips 	3
who is snoopy 's arch enemy 	3
who was the lead actress in the movie ` sleepless in seattle ' 	3
how many calories are in a tomato 	5
what are the four largest mountain ranges on the asian continent 	4
who owns cnn 	3
what shrubs can be planted that will be safe from deer 	1
who was with patricia hearst the night she was kidnaped 	3
where does most of the marijuana entering the united states come from 	4
how can i get someone 's phone number if i only have their screen name 	0
what is the high pitched sound that you hear in your ear every now and 	1
what is the best selling television soundtrack of all time 	1
who was sherlock holmes 's archenemy 	3
what state in the u s has the most blacks 	4
what beer advertised that it had `` three rings '' 	1
what month date and year did charles i die 	5
what are the seven virtues 	0
how does belle describe her life in beauty and the beast 	0
what occupation has the highest divorce rate 	3
what kind of substance is dextropropoxyphen napsylate 	1
why were people recruited for the vietnam war 	0
what should the oven be set at for baking peachy oat muffins 	1
what is the per capita income of colombia south america 	5
who came up with the name el nino 	3
what product is for kids and not for silly rabbits 	1
where in the united states do people live the longest 	4
what are the three most successful companies of our time 	3
what do players try to do when the music stops in a game of musical 	0
how can i get my product licensed by the nba 	0
what were the cities of dickens 's a tale of two cities 	4
what kind of animal was winnie the pooh 	1
what is a reliable site that i can download heretic 2 	4
what colors make up a rainbow 	1
what two countries are separated by the bering strait 	4
who is johnny carson 	3
on which hawaiian island is pearl harbor 	4
what is the largest county in size in massachusetts 	4
how do you buy stocks 	0
where is the mayo clinic 	4
what 's a perfect score in a gymnastics exercise 	5
which member of the micronauts spent 1 years traveling the microverse in the marvel comics 	3
where did indian pudding come from 	0
who portrayed prewett in from here to eternity 	3
who was the first governor of west virginia 	3
what is a fear of bees 	1
what do the japanese call japan 	1
what are the four railways in monopoly 	3
what does ouija mean 	0
what incident caused the canning of a summit conference between eisenhower and khrushchev 	0
how fast is a 45mhz processor 	5
what british prime minister and u s president were seventh cousins once removed 	3
what gate opened on east and west berlin 	4
what is `` the only cigarette made with no leftovers '' 	0
who was the first jockey to ride two triple crown winners 	3
what is the population of kansas 	5
which city in canada is the least populated 	4
what sport features snatches and clean jerks 	1
when is the thai new year 	5
why is microsoft 's windows 3 software so successful 	0
what kind of a sports team is the wisconsin badgers 	1
name a technique widely used to detect birth defects 	1
how many people was randy craft convicted of killing 	5
name randy craft 's lawyer 	3
how do vending machines tell if your dollar is a 1 or a 5 	0
what was the first video ever made 	1
where was tesla born 	4
what is rona barrett 's married name 	3
who accompanied space ghost on his missions 	3
what word occurs 46 227 times in the bible 	1
what peruvian city is home to the mummified body of francisco pizarro 	4
when was the parthenon built 	5
what 's the main vegetable in vichyssoise 	1
what is the quantity of american soldiers still unaccounted for from the vietnam war 	5
what newspaper serves salt lake city 	1
when did iraqi troops invade kuwait 	5
what book opens `` at a certain village in la mancha which i shall not 	1
what is the softest part of the body 	1
what according to the kinsey institute is the sexual preference of four percent of american 	0
jackson pollock is of what nationality 	4
how long does it take the typical hen to lay 19 dozen eggs 	5
why does it snow 	0
who sent the brief message `` i came i saw i conquered '' 	3
what is beethoven 's 9th symphony called 	1
what was the nickname of frederick i holy roman emperor and king of germany 	3
what percentage of children between the ages of two and eleven watch ` the simpsons 	5
what do the number 1 2 and 4 mean on dr pepper bottles 	0
what meter was invented by c c magee in 1935 	1
what award is the `` oscar '' of advertising 	1
what is the term for a group of geese 	1
what is the aim 54c phoenix 	0
what presidential press secretary dismissed watergate as a third rate burglary attempt 	3
how can i find online spelling 	0
who made the most appearances in the center square on hollywood squares 	3
what is remembrance day all about 	0
who invented the stethoscope 	3
what is the legal blood alcohol limit for the state of california 	1
which oil company almost picked a word that meant `` stalled car '' in japanese 	3
what country does ileana cotrubas come from 	4
what are `` inkhorn terms '' 	0
what is the largest u s state east of the mississippi 	4
what are the names of all the u s navy aircraft carriers 	1
what part of britain comprises the highlands central lowlands and southern uplands 	4
who bestowed great power upon captain britain 	3
what is the protagonist 's name in dostoevski 's `` the idiot '' 	3
what was the player 's name who played nose tackle for the eagles in super 	3
what happens to used motor oil 	0
who was ezra taft benson 	3
what is the immaculate conception 	0
what company sells the most greeting cards 	3
who is the voyager project manager 	3
who was the first black woman to star in the folies bergeres 	3
how many e commerce companies are started every day 	5
what year did the vietnam war end 	5
why do recipe books recommend starting with cold water when you boil something 	0
what is the federal minimum wage 	5
how do you tell somebody you like them 	0
who was the tallest u s president 	3
how many american soldiers have died for their country to date 	5
what united states president had dreamed that he was assassinated 	3
how many questions do you have on your database 	5
what do you know about multicultural and multilingual schools 	0
what nation boarders mozambique 	4
what is the definition of the scrabble word ` syzygy ' 	0
what new games are available for nintendo 64 	1
how many films did ingmar bergman make 	5
which hair care product told us `` hate that gray wash it away '' 	1
when were fish first believed to be found on earth 	5
what are bellworts 	0
how many people have been killed in wars armed conflicts 	5
what percent liked thatcher after she had been in power for a decade 	5
what does an edentulous smile lack 	1
how many gallons of water go over niagra falls every second 	5
what u s state includes the san juan islands 	4
how do i find if my relatives were on the trail of tears 	0
who was the first actress to appear on a postage stamp 	3
what are christopher marlowe 's and shakespeare 's literary contributions to english literature 	0
name a band which was famous in the 1960 's 	3
how did names come about 	0
what part of their attire were `` pothooks '' to cowboys of the old west 	1
why are haunted houses popular 	0
what city is graced by the arch of titus 	4
what was the real name of writer ross macdonald creator of the hero lew archer 	3
when was `` the great depression '' 	5
what causes rust 	0
what was the previous name for the commonwealth 	3
what countries does the mont blanc tunnel join 	4
how tall is the giraffe 	5
what does the name shawn mean 	0
what 's the traditional drink at the kentucky derby 	1
what civil war general wreaked havoc on the south by marching through georgia on his 	3
what was the first u s based team in the nhl 	3
what record company produced the 1978 movie the wiz 	3
how do you reference a website 	0
who was the conservationist who served as spokesperson for post grape nuts 	3
why do you say `` god bless you '' when people sneeze 	0
what country was sir edmund hillary born in 	4
what is the contents of proposition 98 	0
what four legged creature did a cornell university study say would make man 's best 	1
what north american city would you visit to see cleopatra 's needle 	4
how many double word score spaces are there on a scrabble crossword game board 	5
what is april 's gemstone 	1
who invented the fax machine 	3
what does the abbreviation aids stand for 	2
who invented the game bowling 	3
how do telephones work 	0
what do pointed letters mean to a handwriting analyst 	0
who is the prophet of medina 	3
what film was jude law in 	1
how many gallons of paint does it take to paint the golden gate bridge 	5
what happened to pompeii 	0
what does `` philebus like '' mean 	0
what are britain 's two longest rivers 	4
why do some clothing labels say `` use a nonchlorine bleach '' 	0
what is making love 	0
what u s state has an element named for it 	4
how old is jeremy piven 	5
what 's the no 1 killer in industrialized countries 	1
how does a copier work 	0
who is prince naseem hamed 	3
who was monet 	3
what was the living room war 	0
what indian tribe is f troop perpetually doing battle with 	3
who founded the unification church 	3
who protects dc comics ' realm of dreams 	3
how many varieties of twins are there 	5
what kind of education would you need to become an athletic trainer for the nfl 	1
when did the original howdy doody show go off the air 	5
what is considered the costliest disaster the insurance industry has ever faced 	1
where can one find mozambique 	4
what nationality was jackson pollock 	4
where can i find the status of my tax return 	4
who starred in singing in the rain and the singing nun 	3
what kind of file has the extension dbf 	1
why did egyptians shave their eyebrows 	0
what is a hormone 	0
how long was the tv mission of star trek 's enterprise to be 	5
what two countries contain sierra nevada mountains 	4
what was the name of the horse that fell on queen elizabeth prince albert 's 	1
what barroom judge called himself the law west of the pecos 	3
who invented batteries 	3
what is the best way to overcome a fear 	1
the major league baseball team in pittsburgh is called what 	3
what is dextropropoxyphen napsylate 	0
what record company was formed by herb alpert and jerry moss 	3
how did people respond to the idea of the first millenium 	0
what were the first frozen foods 	1
what are those little blue reflectors in the middle of the road for 	0
where do the adventures of `` the swiss family robinson '' take place 	4
what does `` extended definition '' mean and how would one write a paper on 	0
what group was formed in 1969 after police met resistance from patrons at the stonewall 	3
what is the airport code for los angeles international 	5
what j r r tolkien book features bilbo baggins as the central character 	1
when was the first steel mill in the united states built 	5
who wrote `` much ado about nothing '' 	3
how many gutenberg bibles are there 	5
what are the arabic numerals from 1 to 10 	0
why do horseshoes bring luck 	0
where can i find a list of `` classic '' books 5th and 6th graders 	4
what is object oriented design 	0
what is ethology 	0
what does a resurrectionist steal 	1
what is the definition of a witch 	0
what is hypertext 	0
